,mandates, CREDIT
256,100454107940,26600.0
257,100454111918,5320.0
258,100454163808,13300.0
259,100454218231,11970.0
260,100454253757,7980.0
261,100454424108,59850.0
262,100454798799,6650.0
263,100455137592,5320.0
264,100455148901,15960.0
265,100455193309,5320.0
266,100455274678,9310.0
267,100455275970,7980.0
268,100455348580,7980.0
269,100455365409,14630.0
270,100455365782,11970.0
271,100455365819,6650.0
272,100455367658,10640.0
273,100455367738,10640.0
274,100455368182,7980.0
275,100455385643,7980.0
276,100455385780,6650.0
277,100455386529,11970.0
278,100455389617,11970.0
279,100455393412,7980.0
280,100455393596,10640.0
281,100455393841,11970.0
282,100455413189,14630.0
283,100455442945,3990.0
284,100455490719,7980.0
285,100455539018,5320.0
286,100455544109,19950.0
287,100455584529,9310.0
288,100455688150,7980.0
289,100455767067,6650.0
290,100455817208,7980.0
291,100455823539,13300.0
292,100455856841,5320.0
293,100455887017,21280.0
294,100455903833,18620.0
295,100456381719,6650.0
296,100456393034,3990.0
297,100456418237,30590.0
298,100456461867,55860.0
299,100456470174,7980.0
300,100456482049,31920.0
301,100456482092,13300.0
302,100456493533,25270.0
303,100456519566,17290.0
304,100456546555,18620.0
305,100456559661,31920.0
306,100456564851,5320.0
307,100456567213,43890.0
308,100456568038,21280.0
309,100456652372,15960.0
310,100456662291,11970.0
311,100456781703,7980.0
312,100456793701,6650.0
313,100456807642,11970.0
314,100456808514,17290.0
315,100456810475,3990.0
316,100456851932,10640.0
317,100456880208,17290.0
318,100457024847,34580.0
319,100457059078,6650.0
320,100457106433,6650.0
321,100457137043,11970.0
322,100457138052,5320.0
323,100457163843,14630.0
324,100457164338,13300.0
325,100457184421,14630.0
326,100457242341,15960.0
327,100457272192,3990.0
328,100457379635,14630.0
329,100457440044,3990.0
330,100457445616,7980.0
331,100457591170,6650.0
332,100457735003,38570.0
333,100457735036,5320.0
334,100457823660,10640.0
335,100457933512,19950.0
336,100458146503,3990.0
337,100458186810,9310.0
338,100458667606,17290.0
339,100459272656,27930.0
340,100459668600,6650.0
341,100459697498,5320.0
342,100459700718,13300.0
343,100459704245,9310.0
344,100459772220,17290.0
345,100459799982,6070.42
346,100459801920,3990.0
347,100459805013,19950.0
348,100459912027,6650.0
349,100459916011,3990.0
350,100460680757,21280.0
351,100460807228,3990.0
352,100460857039,21280.0
353,100460936701,3707.59
354,100461643052,14630.0
355,100461950362,43890.0
356,100461951173,26600.0
357,100461954826,39900.0
358,100462020444,13300.0
359,100462111849,17290.0
360,100462177736,5320.0
361,100462285552,18620.0
362,100462286405,3990.0
363,100462309355,22610.0
364,100462309765,14630.0
365,100462339003,10640.0
366,100462462352,11970.0
367,100462474425,11970.0
368,100462480723,9310.0
369,100462484716,9310.0
370,100463366222,3990.0
371,100463367556,7980.0
372,100463374665,15960.0
373,100463375226,13300.0
374,100463376650,3990.0
375,100463385051,7980.0
376,100463417721,6650.0
377,100463457118,70490.0
378,100463474231,50540.0
379,100463510286,6650.0
380,100463513082,9310.0
381,100463561681,17290.0
382,100463581603,18620.0
383,100463582301,7980.0
384,100463582400,5320.0
385,100463583065,9310.0
386,100463584022,14630.0
387,100463586040,7980.0
388,100463601168,17290.0
389,100463607165,3990.0
390,100463630420,10640.0
391,100463709036,7980.0
392,100463774121,5320.0
393,100464021408,3990.0
394,100464022851,43890.0
395,100464050981,14630.0
396,100464122624,14630.0
397,100464228121,7980.0
398,100464394506,18620.0
399,100464753504,3990.0
400,100465049081,14630.0
401,100465430819,15960.0
402,100465513254,57190.0
403,100465543802,3990.0
404,100465571791,7980.0
405,100466765057,13300.0
406,100466854162,5320.0
407,100466868526,11970.0
408,100467267345,14630.0
409,100467318528,3990.0
410,100467761336,10640.0
411,100468322280,9310.0
412,100468348015,13300.0
413,100468350758,18620.0
414,100468370817,3990.0
415,100468370841,25270.0
416,100468371096,18620.0
417,100468371647,21280.0
418,100468396110,9310.0
419,100468418310,5320.0
420,100468435140,6650.0
421,100468442112,9310.0
422,100468444620,3990.0
423,100468460554,7980.0
424,100468476606,46550.0
425,100468641507,9310.0
426,100468866101,3990.0
427,100469003729,6650.0
428,100469010584,38570.0
429,100469016760,6650.0
430,100469017118,27930.0
431,100469052786,7980.0
432,100469054276,9310.0
433,100469068527,18620.0
434,100469132825,22610.0
435,100469134565,7980.0
436,100469156557,10640.0
437,100469331250,10640.0
438,100469400903,47880.0
439,100469416013,3990.0
440,100469557531,7980.0
441,100469562330,23940.0
442,100469562537,10640.0
443,100470075782,6650.0
444,100470276945,5320.0
445,100470279190,7980.0
446,100470297151,46550.0
447,100470318672,10640.0
448,100470424738,4987.5
449,100470728136,15960.0
450,100471991022,18620.0
451,100472010996,17290.0
452,100472040286,13300.0
453,100472040465,22610.0
454,100472115149,26932.5
455,100472382675,49210.0
456,100472387550,17290.0
457,100472393551,23940.0
458,100472401688,25270.0
459,100472725517,32917.5
460,100472727535,5985.0
461,110399164265,37500.0
462,110399699963,62500.0
463,110399913205,12500.0
464,110400414984,1.0
465,110401556393,12500.0
466,110401597746,62500.0
467,110401598190,4572.1
468,110401622996,50000.0
469,110401979043,37500.0
470,110402095956,12500.0
471,110403189303,62500.0
472,110403348076,25000.0
473,110403465428,25000.0
474,110403947516,25000.0
475,110404035828,62500.0
476,110404337816,453.05
477,110404534812,12500.0
478,110405764849,12500.0
479,110405853398,25000.0
480,110405924857,12500.0
481,110406245169,12500.0
482,110407319692,3750.0
483,110407856682,10000.0
484,110407859280,37500.0
485,110408482955,15000.0
486,110408723083,5000.0
487,110408954083,32500.0
488,110409078370,28750.0
489,110409399615,18750.0
490,110409604574,15000.0
491,110409690331,3750.0
492,110410397564,10000.0
493,110410772482,7500.0
494,110411399623,8750.0
495,110411880584,28750.0
496,110412269376,11250.0
497,110412289138,21250.0
498,110412661849,32500.0
499,110412933586,10000.0
500,110413371599,30000.0
501,110413385092,5000.0
502,110413447047,13750.0
503,110414760588,18750.0
504,110414833226,16250.0
505,110414866165,7500.0
506,110415545842,32500.0
507,110417146455,12500.0
508,110417237342,90000.0
509,110417476276,6250.0
510,110417498645,3750.0
511,110417785552,35000.0
512,110417801986,12500.0
513,110417805932,10000.0
514,110417903980,8750.0
515,110417905149,23750.0
516,110418226917,18750.0
517,110418275738,27500.0
518,110418481074,13125.0
519,110418910866,32500.0
520,110420139287,23750.0
521,110420576249,6250.0
522,110420959733,8750.0
523,110420993157,71250.0
524,110421328480,137500.0
525,110421809059,21250.0
526,110422692685,12500.0
527,110423563828,13750.0
528,110423610863,13750.0
529,110423922402,7500.0
530,110423954737,13750.0
531,110424158385,70000.0
532,110424276124,30000.0
533,110424291370,21250.0
534,110424560824,7500.0
535,110424567019,13750.0
536,110424571686,27500.0
537,110424654460,15000.0
538,110428953860,39000.0
539,110429156319,22100.0
540,110429663204,19500.0
541,110429665608,22100.0
542,110429826055,23400.0
543,110430675475,3900.0
544,110430693295,31200.0
545,110431043467,11700.0
546,110431617880,12500.0
547,110431682074,26000.0
548,110431951491,14300.0
549,110432066919,32500.0
550,110432371684,6650.0
551,110432437190,37240.0
552,110433106896,37240.0
553,110433733203,9310.0
554,110434265846,4936.65
555,110434324313,11970.0
556,110434470856,6650.0
557,110435286866,22610.0
558,110435772918,9310.0
559,110437664714,15960.0
560,110437715803,10640.0
561,110437735542,21280.0
562,110437764563,15960.0
563,110437792622,9310.0
564,110438005793,9310.0
565,110438006349,14630.0
566,110438464361,6650.0
567,110438861676,18620.0
568,110438954152,9310.0
569,110438961303,11970.0
570,110439083737,27930.0
571,110439221687,6650.0
572,110439558820,7980.0
573,110440384268,6650.0
574,110440388186,18620.0
575,110440467249,5320.0
576,110440507293,26600.0
577,110440626168,31920.0
578,110440685370,17290.0
579,110440710398,19950.0
580,110440713962,19950.0
581,110440841417,9310.0
582,110441398325,31920.0
583,110441628604,5320.0
584,110441668341,6650.0
585,110441693171,3990.0
586,110441954154,5320.0
587,110441972582,11970.0
588,110442036069,13300.0
589,110442036371,6650.0
590,110442036385,15960.0
591,110442039751,7980.0
592,110442044837,18620.0
593,110442048331,5320.0
594,110442049651,13300.0
595,110442057392,3990.0
596,110442064378,15960.0
597,110442081957,33250.0
598,110442084277,3990.0
599,110442095624,7980.0
600,110442132259,7980.0
601,110442153949,33250.0
602,110442164995,3990.0
603,110442165264,10640.0
604,110442209734,5320.0
605,110442311963,6650.0
606,110442333154,19950.0
607,110442433436,11970.0
608,110442671719,10640.0
609,110442758901,49210.0
610,110442856157,21280.0
611,110443031589,9310.0
612,110443180838,6650.0
613,110443201869,10640.0
614,110443212349,3990.0
615,110443259068,9310.0
616,110443263372,10640.0
617,110443281578,9310.0
618,110443304424,5735.69
619,110443321683,7980.0
620,110443395075,22610.0
621,110443425845,10640.0
622,110443480224,23940.0
623,110443490930,15960.0
624,110443510344,15960.0
625,110443517722,5320.0
626,110443530295,19950.0
627,110443887030,3990.0
628,110444147560,9310.0
629,110444152434,14630.0
630,110444340402,7980.0
631,110444458161,18620.0
632,110444475575,6650.0
633,110444475815,18620.0
634,110444491132,6650.0
635,110444500594,7980.0
636,110444650178,25270.0
637,110444930122,21280.0
638,110444982700,9310.0
639,110444987989,22610.0
640,110445058779,13300.0
641,110445077872,10640.0
642,110445078744,5320.0
643,110445092844,11970.0
644,110445093339,54530.0
645,110445094348,7980.0
646,110445098577,22610.0
647,110445098662,23940.0
648,110445224482,9310.0
649,110445224854,5320.0
650,110445266783,21280.0
651,110445354968,5320.0
652,110445366344,23940.0
653,110445367683,19950.0
654,110445404459,199500.0
655,110445424179,9310.0
656,110445446402,11553.560000000001
657,110445675629,19950.0
658,110445685096,3990.0
659,110445687608,11970.0
660,110445694029,10640.0
661,110445694680,33250.0
662,110445718596,22610.0
663,110445757267,7980.0
664,110445758295,5320.0
665,110445784435,15960.0
666,110445784572,6650.0
667,110445795900,7980.0
668,110445800949,25270.0
669,110445828321,7980.0
670,110445828646,3990.0
671,110445828712,9310.0
672,110445828745,5320.0
673,110445829165,7980.0
674,110445829325,5320.0
675,110445829523,26600.0
676,110445854937,14630.0
677,110445895103,27930.0
678,110445930074,27930.0
679,110445941671,13300.0
680,110446221798,47880.0
681,110446314448,13300.0
682,110446456273,30590.0
683,110446521773,3990.0
684,110446608573,26600.0
685,110446747102,7980.0
686,110446794160,11970.0
687,110446799105,19950.0
688,110446806304,14630.0
689,110446813663,10640.0
690,110446965072,6650.0
691,110446965604,10640.0
692,110447090777,5320.0
693,110447124937,6650.0
694,110447131872,10640.0
695,110447143832,14630.0
696,110447168375,25270.0
697,110447224791,11970.0
698,110447341752,10640.0
699,110447572224,6650.0
700,110447712677,14630.0
701,110447732901,14630.0
702,110447733420,3990.0
703,110447850094,3990.0
704,110447872901,15960.0
705,110447921435,9310.0
706,110447950748,13300.0
707,110447984003,17290.0
708,110448153844,9310.0
709,110448291831,3990.0
710,110448313461,7980.0
711,110448557114,17290.0
712,110448812732,3990.0
713,110448817701,3990.0
714,110449107827,5320.0
715,110449724211,11970.0
716,110449923507,3990.0
717,110450831229,3990.0
718,110450969641,6650.0
719,110451281443,10640.0
720,110451534803,3990.0
721,110451564729,5320.0
722,110452207367,6650.0
723,110452601392,19950.0
724,110452604282,22610.0
725,110452606592,14630.0
726,110452627165,41230.0
727,110452631756,29260.0
728,110452750198,7980.0
729,110452753352,18620.0
730,110453027695,21280.0
731,110453047127,14630.0
732,110453400948,14630.0
733,110453565717,6650.0
734,110453875060,10640.0
735,110454058723,11970.0
736,110454103462,19950.0
737,110454111966,6650.0
738,110454306445,6650.0
739,110454465302,11970.0
740,110454533626,13300.0
741,110454666555,86450.0
742,110454798399,14630.0
743,110454803251,13300.0
744,110455149543,3990.0
745,110455188836,10640.0
746,110455366961,6650.0
747,110455378836,7980.0
748,110455398518,3990.0
749,110455398716,10640.0
750,110455440975,26600.0
751,110455443276,29260.0
752,110455474475,18620.0
753,110455474890,14630.0
754,110455508277,19950.0
755,110455518592,34580.0
756,110455583323,22610.0
757,110455628251,15960.0
758,110455665856,21280.0
759,110455691558,22610.0
760,110455737735,25270.0
761,110455763847,13300.0
762,110455815573,14630.0
763,110455817082,19950.0
764,110455817096,11970.0
765,110455817143,5320.0
766,110455818152,19950.0
767,110455830390,9310.0
768,110455855578,3990.0
769,110455855795,3990.0
770,110455859331,19950.0
771,110455863696,7980.0
772,110455867595,3990.0
773,110455883637,7980.0
774,110455904885,539.62
775,110455906158,30590.0
776,110455907742,5320.0
777,110456307094,9896.87
778,110456389056,18620.0
779,110456389565,13300.0
780,110456418407,5320.0
781,110456481818,27930.0
782,110456522753,15960.0
783,110456554659,57190.0
784,110456660377,3990.0
785,110456668024,9310.0
786,110456683557,21280.0
787,110456730304,10640.0
788,110456782543,19950.0
789,110457129430,3990.0
790,110457276157,7980.0
791,110457281408,7980.0
792,110457285307,11970.0
793,110457297145,17290.0
794,110457355079,51870.0
795,110457360995,33250.0
796,110457419415,21280.0
797,110457440073,17290.0
798,110457442623,6650.0
799,110457445103,5320.0
800,110457445301,7980.0
801,110457455390,3990.0
802,110457526420,10640.0
803,110457558538,7980.0
804,110457668080,17290.0
805,110457701254,7980.0
806,110457798010,13300.0
807,110458124257,19950.0
808,110458142143,7980.0
809,110458440703,5320.0
810,110458517518,21280.0
811,110458667522,3990.0
812,110459242735,10640.0
813,110459634502,23940.0
814,110459658060,3990.0
815,110459911740,3990.0
816,110460340278,3990.0
817,110460431914,17290.0
818,110460481937,3990.0
819,110460527412,11970.0
820,110460596212,5320.0
821,110460683841,18620.0
822,110460803462,27930.0
823,110460922672,6650.0
824,110461307367,10640.0
825,110461430763,59850.0
826,110461642350,3990.0
827,110461655234,9310.0
828,110461739050,69160.0
829,110461740336,11970.0
830,110461749501,9310.0
831,110461934103,18620.0
832,110461941735,17290.0
833,110461991570,7980.0
834,110462004963,9310.0
835,110462006962,15960.0
836,110462019064,19950.0
837,110462037143,11970.0
838,110462037925,38570.0
839,110462038232,17290.0
840,110462038722,10640.0
841,110462040763,5320.0
842,110462043059,25270.0
843,110462111374,18620.0
844,110462177770,6650.0
845,110462214353,38322.49
846,110462215748,18620.0
847,110462222447,23940.0
848,110462281682,14630.0
849,110462299012,35910.0
850,110462309054,7980.0
851,110462309266,9310.0
852,110462314475,25270.0
853,110462334751,27930.0
854,110462339027,13300.0
855,110462477113,11970.0
856,110462481412,19950.0
857,110462485146,10640.0
858,110463008173,6650.0
859,110463218840,11970.0
860,110463375731,6650.0
861,110463378107,7980.0
862,110463378126,15960.0
863,110463390307,7980.0
864,110463416307,11970.0
865,110463423666,5320.0
866,110463436013,10640.0
867,110463460343,5320.0
868,110463464242,6650.0
869,110463470281,5320.0
870,110463480765,7980.0
871,110463502282,10640.0
872,110463502437,21280.0
873,110463532651,13300.0
874,110463565590,3990.0
875,110463565830,7980.0
876,110463570761,11970.0
877,110463572675,7980.0
878,110463580406,13300.0
879,110463583508,7980.0
880,110463671576,6650.0
881,110463673660,17290.0
882,110463675230,3990.0
883,110463704303,15960.0
884,110463721835,6650.0
885,110463732042,19950.0
886,110463770152,19950.0
887,110463871306,3990.0
888,110463904420,5320.0
889,110464044052,6650.0
890,110464228150,7980.0
891,110464382325,9310.0
892,110464652096,17290.0
893,110464882002,15960.0
894,110465049543,6650.0
895,110465128272,15960.0
896,110465142433,6650.0
897,110465170973,15960.0
898,110465228785,3990.0
899,110465252959,3990.0
900,110465327907,17290.0
901,110465375578,11970.0
902,110465517912,25270.0
903,110465571824,5320.0
904,110465709671,17290.0
905,110465884127,10640.0
906,110466163684,5320.0
907,110466238533,9310.0
908,110466354278,15960.0
909,110466729102,18620.0
910,110466857161,9310.0
911,110467227029,23940.0
912,110467389502,13300.0
913,110468169151,9310.0
914,110468351664,25270.0
915,110468370144,3990.0
916,110468370158,6650.0
917,110468371860,7980.0
918,110468372534,3990.0
919,110468403465,14630.0
920,110468418221,30590.0
921,110468452229,26600.0
922,110468452253,11970.0
923,110468500796,3990.0
924,110468633640,3990.0
925,110468634003,6650.0
926,110468651139,39900.0
927,110468658720,3990.0
928,110468663726,10640.0
929,110468693021,10640.0
930,110468711911,11970.0
931,110468952316,5320.0
932,110469013776,69160.0
933,110469015619,7980.0
934,110469018057,6650.0
935,110469024609,9310.0
936,110469049515,5320.0
937,110469057044,6650.0
938,110469060249,26600.0
939,110469095116,14630.0
940,110469133241,21280.0
941,110469152343,22610.0
942,110469163172,10640.0
943,110469311177,3990.0
944,110469359621,14630.0
945,110469913507,7980.0
946,110470074392,6982.5
947,110470100010,9310.0
948,110470233452,5985.0
949,110470333418,9310.0
950,110470472697,6650.0
951,110472027266,7980.0
952,110472054981,18620.0
953,110472057809,9310.0
954,110472106490,26600.0
955,110472108837,13300.0
956,110472109436,6650.0
957,110472382708,4987.5
958,110472383637,7980.0
959,110472388041,6650.0
960,110472390633,4322.5
961,110472722717,22942.5
962,110475826165,6650.0
963,110475914181,46550.0
964,120398664052,1.0
965,120399146615,62500.0
966,120399153366,25000.0
967,120399164256,25000.0
968,120399520675,25000.0
969,120401559764,37500.0
970,120401639266,37500.0
971,120401679573,12500.0
972,120401905279,37500.0
973,120401999008,62500.0
974,120402546662,62500.0
975,120402631957,12500.0
976,120402731476,37500.0
977,120402777247,12500.0
978,120402777426,25000.0
979,120403359961,37500.0
980,120404519162,37500.0
981,120404561387,62500.0
982,120404630338,12500.0
983,120404690596,12500.0
984,120405338278,6250.0
985,120407087961,25000.0
986,120407392391,3750.0
987,120408595566,16250.0
988,120408723432,7500.0
989,120408826430,6550.46
990,120408834760,17500.0
991,120409296118,32500.0
992,120409433375,18750.0
993,120410345293,3750.0
994,120411344688,12500.0
995,120411393278,6250.0
996,120411974385,68750.0
997,120412920990,30000.0
998,120414444816,90000.0
999,120415719833,37500.0
1000,120415835272,100000.0
1001,120415845167,12500.0
1002,120416279951,8750.0
1003,120416344471,22500.0
1004,120416366378,6250.0
1005,120416935666,11250.0
1006,120417755292,8750.0
1007,120417980587,8750.0
1008,120418037597,3750.0
1009,120418478307,16250.0
1010,120418509870,110000.0
1011,120418617596,31250.0
1012,120418718091,17500.0
1013,120418909590,4619.320000000001
1014,120419063482,12500.0
1015,120419235167,7500.0
1016,120419441228,6250.0
1017,120419572827,22500.0
1018,120419874518,48750.0
1019,120420646832,13750.0
1020,120420865594,6250.0
1021,120421033493,26250.0
1022,120422511497,10000.0
1023,120422561859,7500.0
1024,120422640814,5000.0
1025,120422677708,13750.0
1026,120422689805,7500.0
1027,120423558870,12500.0
1028,120423667845,16250.0
1029,120423715686,25000.0
1030,120423737122,17500.0
1031,120423780752,10000.0
1032,120424109258,8750.0
1033,120424155368,13750.0
1034,120424192144,18750.0
1035,120424858071,37500.0
1036,120429057975,24700.0
1037,120429194251,14300.0
1038,120430088990,14300.0
1039,120430425892,44200.0
1040,120430686832,35100.0
1041,120430746195,7800.0
1042,120430923348,22100.0
1043,120430925286,13000.0
1044,120430931188,71500.0
1045,120431191364,6500.0
1046,120431706773,169000.0
1047,120431772824,5200.0
1048,120431774371,15600.0
1049,120431914475,22100.0
1050,120432371439,18620.0
1051,120432441574,3990.0
1052,120432527803,3990.0
1053,120432701294,7980.0
1054,120433544528,9310.0
1055,120433646720,6650.0
1056,120434532077,19950.0
1057,120437657375,29260.0
1058,120437669076,30590.0
1059,120437709690,21280.0
1060,120437714451,29260.0
1061,120437735670,18620.0
1062,120437744900,13300.0
1063,120437844235,37240.0
1064,120437862385,13300.0
1065,120437863304,14630.0
1066,120437875104,10640.0
1067,120437880186,23940.0
1068,120438003474,53200.0
1069,120438108466,13300.0
1070,120438120864,47880.0
1071,120438266795,41230.0
1072,120438339508,13300.0
1073,120439041446,15960.0
1074,120439267440,15960.0
1075,120439272597,6650.0
1076,120439287315,7980.0
1077,120439294127,10640.0
1078,120439367067,13300.0
1079,120439367072,18620.0
1080,120439437107,11970.0
1081,120439504696,14630.0
1082,120439541905,13300.0
1083,120439605068,17290.0
1084,120440447153,5320.0
1085,120440579351,13300.0
1086,120440696915,25270.0
1087,120441382829,3990.0
1088,120441387676,13300.0
1089,120441594096,22610.0
1090,120441643619,31920.0
1091,120441667686,6650.0
1092,120441684577,9310.0
1093,120441690432,126350.0
1094,120441792727,7980.0
1095,120441855668,9310.0
1096,120442036079,11970.0
1097,120442036197,6650.0
1098,120442044324,3990.0
1099,120442044593,10640.0
1100,120442045451,3990.0
1101,120442048930,5320.0
1102,120442064798,5320.0
1103,120442077239,38570.0
1104,120442077908,9310.0
1105,120442086314,10640.0
1106,120442123458,5320.0
1107,120442134372,5320.0
1108,120442283574,15960.0
1109,120442338519,6650.0
1110,120442339038,39900.0
1111,120442377902,6650.0
1112,120442535911,15960.0
1113,120442646216,10640.0
1114,120442855771,38570.0
1115,120442931440,10640.0
1116,120442932656,26600.0
1117,120442940152,7980.0
1118,120443038261,9310.0
1119,120443085163,5320.0
1120,120443105868,14630.0
1121,120443173391,7980.0
1122,120443201488,3990.0
1123,120443206848,6650.0
1124,120443214853,7980.0
1125,120443240951,10640.0
1126,120443255283,6650.0
1127,120443263179,3990.0
1128,120443277826,7980.0
1129,120443304387,7980.0
1130,120443395537,9310.0
1131,120443422593,14630.0
1132,120443453179,6650.0
1133,120443463809,18620.0
1134,120443480168,31920.0
1135,120443490638,9310.0
1136,120443514861,7980.0
1137,120443607577,5320.0
1138,120443930430,7980.0
1139,120443983621,21280.0
1140,120444136213,3990.0
1141,120444136251,9310.0
1142,120444136430,3990.0
1143,120444137401,3990.0
1144,120444143176,9310.0
1145,120444179170,67830.0
1146,120444232912,9310.0
1147,120444369735,17290.0
1148,120444463629,15960.0
1149,120444476504,23940.0
1150,120444476740,3990.0
